age;job;marital;education;default;housing;loan;duration;campaign;pdays;previous;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
53;self-employed;married;university.degree;no;yes;no;162;3;999;0;1.1;93.994;-36.4;4.858;5191;0
32;services;married;high.school;unknown;yes;no;127;2;999;0;1.1;93.994;-36.4;4.858;5191;0
40;blue-collar;married;basic.9y;unknown;yes;no;239;2;999;0;1.1;93.994;-36.4;4.858;5191;0
53;admin.;single;university.degree;unknown;yes;no;222;5;999;0;1.1;93.994;-36.4;4.858;5191;0
31;technician;married;high.school;no;yes;no;69;4;999;0;1.1;93.994;-36.4;4.858;5191;0
36;services;single;basic.6y;unknown;yes;yes;501;2;999;0;1.1;93.994;-36.4;4.858;5191;0
56;admin.;married;university.degree;unknown;no;no;192;1;999;0;1.1;93.994;-36.4;4.858;5191;0
42;blue-collar;divorced;basic.4y;no;yes;no;273;1;999;0;1.1;93.994;-36.4;4.858;5191;0
49;blue-collar;married;basic.9y;no;yes;no;281;1;999;0;1.1;93.994;-36.4;4.858;5191;0
32;admin.;single;university.degree;no;yes;no;175;2;999;0;1.1;93.994;-36.4;4.858;5191;0
47;admin.;married;high.school;no;no;no;465;11;999;0;1.1;93.994;-36.4;4.858;5191;0
34;blue-collar;married;basic.6y;unknown;yes;no;175;2;999;0;1.1;93.994;-36.4;4.858;5191;0
56;technician;married;high.school;no;yes;no;87;14;999;0;1.1;93.994;-36.4;4.858;5191;0
28;admin.;single;high.school;no;yes;no;292;2;999;0;1.1;93.994;-36.4;4.858;5191;0
34;admin.;single;high.school;no;yes;no;49;1;999;0;1.1;93.994;-36.4;4.858;5191;0
30;blue-collar;single;high.school;unknown;yes;no;198;1;999;0;1.1;93.994;-36.4;4.858;5191;0
38;admin.;married;high.school;no;unknown;unknown;23;16;999;0;1.1;93.994;-36.4;4.858;5191;0
39;technician;married;professional.course;no;unknown;unknown;575;2;999;0;1.1;93.994;-36.4;4.858;5191;0
31;blue-collar;married;basic.6y;unknown;unknown;unknown;67;5;999;0;1.1;93.994;-36.4;4.858;5191;0
29;admin.;single;university.degree;no;yes;no;248;3;999;0;1.1;93.994;-36.4;4.858;5191;0
31;self-employed;married;university.degree;no;no;no;108;2;999;0;1.1;93.994;-36.4;4.858;5191;0
25;self-employed;single;university.degree;no;yes;no;373;3;999;0;1.1;93.994;-36.4;4.858;5191;0
40;services;single;university.degree;no;no;no;112;2;999;0;1.1;93.994;-36.4;4.858;5191;0
35;blue-collar;single;basic.9y;unknown;no;no;395;2;999;0;1.1;93.994;-36.4;4.858;5191;0
36;services;married;high.school;no;yes;no;229;2;999;0;1.1;93.994;-36.4;4.858;5191;0
43;services;married;high.school;unknown;unknown;unknown;54;4;999;0;1.1;93.994;-36.4;4.858;5191;0
49;management;married;university.degree;no;yes;no;135;2;999;0;1.1;93.994;-36.4;4.858;5191;0
29;blue-collar;married;high.school;no;no;no;357;2;999;0;1.1;93.994;-36.4;4.858;5191;0
38;unemployed;divorced;university.degree;no;yes;no;152;3;999;0;1.1;93.994;-36.4;4.858;5191;0
32;blue-collar;married;basic.6y;no;no;yes;36;2;999;0;1.1;93.994;-36.4;4.858;5191;0
35;self-employed;married;university.degree;no;yes;no;206;3;999;0;1.1;93.994;-36.4;4.858;5191;0
39;self-employed;married;basic.4y;unknown;no;no;389;2;999;0;1.1;93.994;-36.4;4.858;5191;0
35;services;single;professional.course;unknown;no;no;314;2;999;0;1.1;93.994;-36.4;4.858;5191;0
54;admin.;married;high.school;no;no;no;66;2;999;0;1.1;93.994;-36.4;4.858;5191;0
35;admin.;married;university.degree;unknown;yes;no;86;2;999;0;1.1;93.994;-36.4;4.858;5191;0
32;technician;married;professional.course;no;no;no;489;2;999;0;1.1;93.994;-36.4;4.858;5191;0
55;technician;married;basic.6y;unknown;yes;no;85;4;999;0;1.1;93.994;-36.4;4.858;5191;0
30;blue-collar;married;basic.9y;no;no;yes;117;3;999;0;1.1;93.994;-36.4;4.858;5191;0
50;blue-collar;divorced;basic.9y;unknown;no;no;832;2;999;0;1.1;93.994;-36.4;4.858;5191;0
25;blue-collar;single;basic.4y;no;no;no;149;3;999;0;1.1;93.994;-36.4;4.858;5191;0
52;management;divorced;university.degree;no;no;no;634;2;999;0;1.1;93.994;-36.4;4.858;5191;0
43;self-employed;married;basic.9y;no;no;no;173;2;999;0;1.1;93.994;-36.4;4.858;5191;0
38;blue-collar;married;basic.9y;no;yes;no;151;1;999;0;1.1;93.994;-36.4;4.858;5191;0
45;admin.;married;high.school;no;yes;no;987;3;999;0;1.1;93.994;-36.4;4.858;5191;0
33;admin.;single;university.degree;no;yes;no;66;13;999;0;1.1;93.994;-36.4;4.858;5191;0
30;blue-collar;married;basic.9y;no;yes;no;139;2;999;0;1.1;93.994;-36.4;4.858;5191;0
26;services;divorced;basic.6y;no;no;no;281;15;999;0;1.1;93.994;-36.4;4.858;5191;0
51;services;married;high.school;unknown;no;no;132;1;999;0;1.1;93.994;-36.4;4.858;5191;0
34;services;married;basic.9y;no;yes;yes;369;2;999;0;1.1;93.994;-36.4;4.858;5191;0
33;services;divorced;high.school;no;yes;yes;88;3;999;0;1.1;93.994;-36.4;4.858;5191;0
44;blue-collar;divorced;unknown;no;yes;yes;799;1;999;0;1.1;93.994;-36.4;4.858;5191;1
43;blue-collar;married;high.school;unknown;unknown;unknown;671;3;999;0;1.1;93.994;-36.4;4.858;5191;0
48;services;married;high.school;unknown;yes;no;397;9;999;0;1.1;93.994;-36.4;4.858;5191;0
56;services;divorced;high.school;unknown;yes;no;935;1;999;0;1.1;93.994;-36.4;4.858;5191;0
37;management;married;university.degree;no;yes;no;189;2;999;0;1.1;93.994;-36.4;4.858;5191;0
31;blue-collar;single;basic.9y;unknown;yes;no;165;2;999;0;1.1;93.994;-36.4;4.858;5191;0
50;blue-collar;married;basic.4y;unknown;unknown;unknown;21;3;999;0;1.1;93.994;-36.4;4.858;5191;0
38;entrepreneur;married;basic.6y;no;unknown;unknown;234;2;999;0;1.1;93.994;-36.4;4.858;5191;0
32;admin.;single;university.degree;no;no;no;81;2;999;0;1.1;93.994;-36.4;4.858;5191;0
35;admin.;single;high.school;no;yes;no;59;2;999;0;1.1;93.994;-36.4;4.858;5191;0
50;blue-collar;married;basic.4y;no;no;no;233;3;999;0;1.1;93.994;-36.4;4.858;5191;0
33;self-employed;divorced;unknown;no;no;no;1161;4;999;0;1.1;93.994;-36.4;4.858;5191;0
35;services;married;high.school;no;no;no;265;2;999;0;1.1;93.994;-36.4;4.858;5191;0
36;services;single;high.school;no;no;no;173;3;999;0;1.1;93.994;-36.4;4.858;5191;0
29;housemaid;single;high.school;no;yes;no;178;3;999;0;1.1;93.994;-36.4;4.858;5191;0
38;services;single;basic.9y;unknown;yes;no;203;2;999;0;1.1;93.994;-36.4;4.858;5191;0
36;services;single;high.school;no;no;no;45;9;999;0;1.1;93.994;-36.4;4.858;5191;0
46;entrepreneur;married;professional.course;no;no;no;86;2;999;0;1.1;93.994;-36.4;4.858;5191;0
44;unknown;married;basic.6y;no;no;no;254;3;999;0;1.1;93.994;-36.4;4.858;5191;0
37;blue-collar;single;high.school;no;yes;yes;131;2;999;0;1.1;93.994;-36.4;4.858;5191;0
26;admin.;married;university.degree;no;no;no;239;4;999;0;1.1;93.994;-36.4;4.858;5191;0
47;blue-collar;married;basic.6y;unknown;no;no;207;3;999;0;1.1;93.994;-36.4;4.858;5191;0
36;blue-collar;married;high.school;unknown;no;no;713;4;999;0;1.1;93.994;-36.4;4.858;5191;0
28;admin.;single;university.degree;no;no;no;165;2;999;0;1.1;93.994;-36.4;4.858;5191;0
50;admin.;married;high.school;no;no;no;260;5;999;0;1.1;93.994;-36.4;4.858;5191;0
32;blue-collar;married;basic.9y;no;no;no;923;3;999;0;1.1;93.994;-36.4;4.858;5191;1
54;technician;married;professional.course;no;yes;no;150;3;999;0;1.1;93.994;-36.4;4.858;5191;0
37;services;married;basic.6y;no;no;no;155;4;999;0;1.1;93.994;-36.4;4.858;5191;0
46;entrepreneur;married;university.degree;unknown;no;no;433;3;999;0;1.1;93.994;-36.4;4.858;5191;0
49;admin.;divorced;high.school;no;yes;no;202;3;999;0;1.1;93.994;-36.4;4.858;5191;0
33;services;married;high.school;unknown;no;no;227;3;999;0;1.1;93.994;-36.4;4.858;5191;0
55;technician;married;high.school;no;no;no;214;3;999;0;1.1;93.994;-36.4;4.858;5191;0
40;admin.;single;unknown;unknown;yes;no;30;12;999;0;1.1;93.994;-36.4;4.858;5191;0
50;blue-collar;divorced;high.school;no;no;no;206;6;999;0;1.1;93.994;-36.4;4.858;5191;0
36;admin.;married;university.degree;no;yes;yes;362;5;999;0;1.1;93.994;-36.4;4.858;5191;0
35;admin.;married;high.school;no;no;no;15;19;999;0;1.1;93.994;-36.4;4.858;5191;0
39;self-employed;married;basic.4y;unknown;yes;no;315;3;999;0;1.1;93.994;-36.4;4.858;5191;0
44;blue-collar;married;high.school;no;no;no;250;4;999;0;1.1;93.994;-36.4;4.858;5191;0
30;technician;married;professional.course;no;no;no;700;3;999;0;1.1;93.994;-36.4;4.858;5191;0
40;blue-collar;married;basic.6y;no;no;no;154;5;999;0;1.1;93.994;-36.4;4.858;5191;0
29;entrepreneur;married;basic.6y;no;yes;no;190;5;999;0;1.1;93.994;-36.4;4.858;5191;0
34;blue-collar;married;basic.6y;no;no;no;20;8;999;0;1.1;93.994;-36.4;4.858;5191;0
47;blue-collar;married;unknown;unknown;yes;no;191;6;999;0;1.1;93.994;-36.4;4.858;5191;0
58;admin.;divorced;university.degree;no;yes;yes;363;6;999;0;1.1;93.994;-36.4;4.858;5191;0
43;blue-collar;single;basic.4y;unknown;no;no;339;3;999;0;1.1;93.994;-36.4;4.858;5191;0
37;services;married;high.school;no;yes;yes;521;3;999;0;1.1;93.994;-36.4;4.858;5191;1
37;technician;married;professional.course;unknown;no;no;135;2;999;0;1.1;93.994;-36.4;4.858;5191;0
34;admin.;single;university.degree;no;no;yes;110;4;999;0;1.1;93.994;-36.4;4.858;5191;0
36;technician;married;professional.course;no;no;no;142;10;999;0;1.1;93.994;-36.4;4.858;5191;0
48;blue-collar;married;basic.9y;unknown;yes;no;173;6;999;0;1.1;93.994;-36.4;4.858;5191;0
59;admin.;single;professional.course;no;no;no;291;4;999;0;1.1;93.994;-36.4;4.858;5191;0
32;technician;married;professional.course;no;no;no;293;2;999;0;1.1;93.994;-36.4;4.858;5191;0
28;services;married;high.school;unknown;yes;no;322;2;999;0;1.1;93.994;-36.4;4.858;5191;0
53;unemployed;married;basic.4y;unknown;yes;no;339;10;999;0;1.1;93.994;-36.4;4.858;5191;0
50;blue-collar;married;basic.4y;no;no;no;304;2;999;0;1.1;93.994;-36.4;4.858;5191;0
42;blue-collar;married;basic.4y;unknown;no;no;526;8;999;0;1.1;93.994;-36.4;4.858;5191;0
45;technician;married;high.school;no;yes;no;78;9;999;0;1.1;93.994;-36.4;4.857;5191;0
39;admin.;single;unknown;no;no;yes;219;4;999;0;1.1;93.994;-36.4;4.857;5191;0
38;blue-collar;married;basic.4y;unknown;yes;no;72;5;999;0;1.1;93.994;-36.4;4.857;5191;0
37;blue-collar;married;basic.4y;unknown;no;no;72;3;999;0;1.1;93.994;-36.4;4.857;5191;0
57;blue-collar;married;basic.4y;unknown;yes;no;42;3;999;0;1.1;93.994;-36.4;4.857;5191;0
48;blue-collar;married;basic.9y;no;no;no;407;14;999;0;1.1;93.994;-36.4;4.857;5191;0
27;services;married;high.school;unknown;no;no;136;2;999;0;1.1;93.994;-36.4;4.857;5191;0
38;blue-collar;single;high.school;unknown;yes;no;158;3;999;0;1.1;93.994;-36.4;4.857;5191;0
35;blue-collar;married;basic.9y;no;yes;no;405;5;999;0;1.1;93.994;-36.4;4.857;5191;0
46;technician;single;university.degree;no;yes;no;417;6;999;0;1.1;93.994;-36.4;4.857;5191;0
40;blue-collar;single;unknown;unknown;yes;no;48;5;999;0;1.1;93.994;-36.4;4.857;5191;0
38;housemaid;married;basic.6y;unknown;yes;no;201;2;999;0;1.1;93.994;-36.4;4.857;5191;0
28;admin.;married;university.degree;no;yes;no;101;3;999;0;1.1;93.994;-36.4;4.857;5191;0
56;blue-collar;married;basic.4y;unknown;no;no;214;3;999;0;1.1;93.994;-36.4;4.857;5191;0
34;technician;single;professional.course;no;no;no;350;5;999;0;1.1;93.994;-36.4;4.857;5191;0
39;admin.;married;high.school;no;yes;no;433;3;999;0;1.1;93.994;-36.4;4.857;5191;0
37;entrepreneur;married;university.degree;no;no;yes;253;2;999;0;1.1;93.994;-36.4;4.857;5191;0
45;blue-collar;married;basic.6y;unknown;yes;no;329;2;999;0;1.1;93.994;-36.4;4.857;5191;0
58;admin.;divorced;university.degree;no;yes;no;628;2;999;0;1.1;93.994;-36.4;4.857;5191;1
38;blue-collar;married;basic.6y;no;yes;no;110;3;999;0;1.1;93.994;-36.4;4.857;5191;0
35;admin.;married;high.school;no;yes;no;259;9;999;0;1.1;93.994;-36.4;4.857;5191;0
36;services;married;high.school;no;yes;no;260;3;999;0;1.1;93.994;-36.4;4.857;5191;0
39;technician;divorced;professional.course;no;yes;no;363;2;999;0;1.1;93.994;-36.4;4.857;5191;0
41;blue-collar;divorced;basic.6y;no;yes;no;149;1;999;0;1.1;93.994;-36.4;4.857;5191;0
41;blue-collar;divorced;basic.6y;no;yes;no;174;1;999;0;1.1;93.994;-36.4;4.857;5191;0
26;services;single;basic.9y;no;no;yes;83;4;999;0;1.1;93.994;-36.4;4.857;5191;0
54;management;married;basic.4y;no;no;no;92;1;999;0;1.1;93.994;-36.4;4.857;5191;0
41;blue-collar;divorced;basic.6y;no;no;no;245;1;999;0;1.1;93.994;-36.4;4.857;5191;0
45;management;married;unknown;unknown;yes;yes;260;1;999;0;1.1;93.994;-36.4;4.857;5191;0
38;admin.;divorced;high.school;no;no;no;346;1;999;0;1.1;93.994;-36.4;4.857;5191;0
33;services;single;high.school;no;unknown;unknown;271;1;999;0;1.1;93.994;-36.4;4.857;5191;0
26;blue-collar;single;high.school;no;no;no;203;1;999;0;1.1;93.994;-36.4;4.857;5191;0
42;management;married;university.degree;no;no;no;206;1;999;0;1.1;93.994;-36.4;4.857;5191;0
35;admin.;single;university.degree;no;yes;yes;218;1;999;0;1.1;93.994;-36.4;4.857;5191;0
41;blue-collar;married;basic.6y;unknown;yes;no;621;1;999;0;1.1;93.994;-36.4;4.857;5191;0
35;services;married;high.school;no;no;no;1349;5;999;0;1.1;93.994;-36.4;4.857;5191;1
53;blue-collar;divorced;basic.4y;unknown;yes;no;385;1;999;0;1.1;93.994;-36.4;4.857;5191;0
38;admin.;single;university.degree;unknown;no;no;70;5;999;0;1.1;93.994;-36.4;4.857;5191;0
30;technician;single;professional.course;no;no;no;509;1;999;0;1.1;93.994;-36.4;4.857;5191;0
57;retired;single;high.school;no;yes;no;128;1;999;0;1.1;93.994;-36.4;4.857;5191;0
37;blue-collar;single;basic.9y;no;no;no;136;1;999;0;1.1;93.994;-36.4;4.857;5191;0
46;admin.;divorced;high.school;no;no;no;132;1;999;0;1.1;93.994;-36.4;4.857;5191;0
37;admin.;married;high.school;no;no;yes;3;3;999;0;1.1;93.994;-36.4;4.857;5191;0
54;blue-collar;single;basic.4y;unknown;yes;no;1171;1;999;0;1.1;93.994;-36.4;4.857;5191;0
47;blue-collar;married;basic.4y;unknown;no;no;107;1;999;0;1.1;93.994;-36.4;4.857;5191;0
41;management;married;university.degree;no;no;yes;359;4;999;0;1.1;93.994;-36.4;4.857;5191;0
49;technician;married;professional.course;no;no;no;736;2;999;0;1.1;93.994;-36.4;4.857;5191;1
51;unemployed;married;basic.9y;unknown;no;no;217;1;999;0;1.1;93.994;-36.4;4.857;5191;0
53;admin.;married;basic.9y;no;no;no;121;2;999;0;1.1;93.994;-36.4;4.857;5191;0
36;blue-collar;single;high.school;no;no;yes;154;2;999;0;1.1;93.994;-36.4;4.857;5191;0
55;housemaid;married;basic.4y;no;no;no;98;1;999;0;1.1;93.994;-36.4;4.857;5191;0
47;admin.;married;high.school;no;no;no;189;1;999;0;1.1;93.994;-36.4;4.857;5191;0
25;services;married;high.school;unknown;no;no;89;1;999;0;1.1;93.994;-36.4;4.857;5191;0
27;blue-collar;married;basic.9y;unknown;yes;no;412;6;999;0;1.1;93.994;-36.4;4.857;5191;0
47;blue-collar;married;basic.4y;no;yes;no;302;1;999;0;1.1;93.994;-36.4;4.857;5191;0
36;technician;married;professional.course;unknown;no;no;90;1;999;0;1.1;93.994;-36.4;4.857;5191;0
50;admin.;divorced;basic.9y;no;no;no;145;4;999;0;1.1;93.994;-36.4;4.857;5191;0
53;blue-collar;married;basic.9y;no;no;yes;203;1;999;0;1.1;93.994;-36.4;4.857;5191;0
37;self-employed;married;professional.course;no;no;yes;254;1;999;0;1.1;93.994;-36.4;4.857;5191;0
36;services;single;basic.9y;unknown;no;yes;230;1;999;0;1.1;93.994;-36.4;4.857;5191;0
53;blue-collar;married;basic.9y;no;yes;no;373;1;999;0;1.1;93.994;-36.4;4.857;5191;0
42;blue-collar;married;basic.4y;unknown;yes;no;72;2;999;0;1.1;93.994;-36.4;4.857;5191;0
39;blue-collar;married;basic.4y;no;no;yes;534;1;999;0;1.1;93.994;-36.4;4.857;5191;0
46;entrepreneur;married;high.school;no;no;yes;225;4;999;0;1.1;93.994;-36.4;4.857;5191;0
32;services;married;high.school;unknown;yes;no;445;1;999;0;1.1;93.994;-36.4;4.857;5191;0
28;technician;divorced;university.degree;no;no;no;193;2;999;0;1.1;93.994;-36.4;4.857;5191;0
40;blue-collar;married;basic.9y;no;yes;no;76;2;999;0;1.1;93.994;-36.4;4.857;5191;0
26;blue-collar;single;basic.9y;unknown;no;yes;268;1;999;0;1.1;93.994;-36.4;4.857;5191;0
30;services;single;unknown;no;no;yes;154;1;999;0;1.1;93.994;-36.4;4.857;5191;0
38;technician;married;basic.6y;unknown;no;no;785;1;999;0;1.1;93.994;-36.4;4.857;5191;1
37;technician;single;basic.9y;no;no;yes;298;1;999;0;1.1;93.994;-36.4;4.857;5191;0
39;self-employed;married;university.degree;no;no;no;286;1;999;0;1.1;93.994;-36.4;4.857;5191;0
36;blue-collar;divorced;high.school;no;no;yes;442;1;999;0;1.1;93.994;-36.4;4.857;5191;0
29;admin.;married;high.school;no;no;no;206;1;999;0;1.1;93.994;-36.4;4.857;5191;0
22;blue-collar;single;basic.6y;unknown;no;yes;1073;1;999;0;1.1;93.994;-36.4;4.857;5191;1
49;blue-collar;married;basic.4y;unknown;yes;no;299;1;999;0;1.1;93.994;-36.4;4.857;5191;0
31;admin.;single;university.degree;no;no;no;162;1;999;0;1.1;93.994;-36.4;4.857;5191;0
49;blue-collar;married;basic.4y;unknown;yes;no;504;1;999;0;1.1;93.994;-36.4;4.857;5191;0
41;blue-collar;married;basic.4y;unknown;no;no;488;1;999;0;1.1;93.994;-36.4;4.857;5191;0
47;management;married;basic.4y;unknown;no;no;190;1;999;0;1.1;93.994;-36.4;4.857;5191;0
47;admin.;single;university.degree;no;yes;yes;139;1;999;0;1.1;93.994;-36.4;4.857;5191;0
38;admin.;married;university.degree;no;no;no;124;4;999;0;1.1;93.994;-36.4;4.857;5191;0
43;admin.;divorced;high.school;no;yes;no;425;1;999;0;1.1;93.994;-36.4;4.857;5191;0
46;services;married;high.school;no;yes;no;290;1;999;0;1.1;93.994;-36.4;4.857;5191;0
33;blue-collar;married;basic.6y;no;no;no;152;1;999;0;1.1;93.994;-36.4;4.857;5191;0
27;blue-collar;single;basic.9y;no;yes;no;168;1;999;0;1.1;93.994;-36.4;4.857;5191;0
53;technician;married;professional.course;unknown;yes;no;204;1;999;0;1.1;93.994;-36.4;4.857;5191;0
30;management;divorced;university.degree;no;no;yes;164;4;999;0;1.1;93.994;-36.4;4.857;5191;0
47;blue-collar;divorced;basic.9y;no;no;yes;322;1;999;0;1.1;93.994;-36.4;4.857;5191;0
55;blue-collar;married;professional.course;unknown;yes;no;530;1;999;0;1.1;93.994;-36.4;4.857;5191;0
60;retired;divorced;basic.4y;unknown;no;yes;237;1;999;0;1.1;93.994;-36.4;4.857;5191;0
48;technician;married;high.school;no;yes;no;360;1;999;0;1.1;93.994;-36.4;4.857;5191;0
42;blue-collar;divorced;basic.4y;no;no;yes;57;1;999;0;1.1;93.994;-36.4;4.857;5191;0
48;technician;married;high.school;no;no;no;700;1;999;0;1.1;93.994;-36.4;4.857;5191;0
48;technician;married;high.school;no;no;no;601;1;999;0;1.1;93.994;-36.4;4.857;5191;0
42;blue-collar;divorced;basic.4y;no;no;no;231;1;999;0;1.1;93.994;-36.4;4.857;5191;0
46;admin.;single;university.degree;no;yes;no;135;1;999;0;1.1;93.994;-36.4;4.857;5191;0
36;services;single;basic.9y;no;no;no;86;2;999;0;1.1;93.994;-36.4;4.857;5191;0
29;technician;single;university.degree;no;yes;no;256;1;999;0;1.1;93.994;-36.4;4.857;5191;0
50;blue-collar;married;high.school;unknown;yes;no;106;3;999;0;1.1;93.994;-36.4;4.857;5191;0
33;admin.;married;unknown;no;yes;no;134;1;999;0;1.1;93.994;-36.4;4.857;5191;0
37;management;single;university.degree;no;yes;no;415;1;999;0;1.1;93.994;-36.4;4.857;5191;0
42;technician;married;university.degree;no;yes;no;293;1;999;0;1.1;93.994;-36.4;4.857;5191;0
24;services;single;basic.9y;no;yes;yes;816;2;999;0;1.1;93.994;-36.4;4.857;5191;0
55;technician;married;university.degree;no;no;no;435;1;999;0;1.1;93.994;-36.4;4.857;5191;0
38;blue-collar;married;basic.9y;no;yes;no;100;1;999;0;1.1;93.994;-36.4;4.857;5191;0
36;blue-collar;married;university.degree;unknown;yes;yes;297;1;999;0;1.1;93.994;-36.4;4.857;5191;0
45;unemployed;married;university.degree;no;no;no;191;1;999;0;1.1;93.994;-36.4;4.857;5191;0
38;blue-collar;married;basic.9y;no;no;no;58;1;999;0;1.1;93.994;-36.4;4.857;5191;0
51;admin.;divorced;unknown;no;unknown;unknown;152;1;999;0;1.1;93.994;-36.4;4.857;5191;0
48;technician;married;high.school;no;no;no;533;1;999;0;1.1;93.994;-36.4;4.857;5191;0
46;admin.;married;university.degree;no;yes;no;28;3;999;0;1.1;93.994;-36.4;4.857;5191;0
47;management;divorced;university.degree;no;no;no;63;1;999;0;1.1;93.994;-36.4;4.857;5191;0
33;entrepreneur;married;university.degree;no;yes;no;135;2;999;0;1.1;93.994;-36.4;4.857;5191;0
39;admin.;married;high.school;no;yes;yes;202;2;999;0;1.1;93.994;-36.4;4.857;5191;0
47;management;divorced;university.degree;no;yes;no;181;1;999;0;1.1;93.994;-36.4;4.857;5191;0
37;blue-collar;single;basic.9y;no;yes;no;240;2;999;0;1.1;93.994;-36.4;4.857;5191;0
47;entrepreneur;divorced;university.degree;no;yes;no;354;4;999;0;1.1;93.994;-36.4;4.857;5191;0
29;services;single;university.degree;no;yes;yes;210;1;999;0;1.1;93.994;-36.4;4.857;5191;0
44;housemaid;married;high.school;unknown;no;no;293;2;999;0;1.1;93.994;-36.4;4.857;5191;0
45;blue-collar;married;basic.4y;unknown;no;no;108;5;999;0;1.1;93.994;-36.4;4.857;5191;0
47;blue-collar;divorced;basic.4y;no;no;no;223;1;999;0;1.1;93.994;-36.4;4.857;5191;0
38;entrepreneur;divorced;university.degree;unknown;yes;no;275;2;999;0;1.1;93.994;-36.4;4.857;5191;0
25;housemaid;married;basic.9y;no;yes;no;263;2;999;0;1.1;93.994;-36.4;4.857;5191;0
47;blue-collar;married;basic.6y;no;yes;no;600;1;999;0;1.1;93.994;-36.4;4.857;5191;1
55;housemaid;married;professional.course;no;yes;yes;85;1;999;0;1.1;93.994;-36.4;4.857;5191;0
56;retired;married;high.school;unknown;no;no;319;3;999;0;1.1;93.994;-36.4;4.857;5191;0
44;blue-collar;married;basic.4y;no;yes;no;242;3;999;0;1.1;93.994;-36.4;4.857;5191;0
36;technician;single;university.degree;unknown;no;no;128;4;999;0;1.1;93.994;-36.4;4.857;5191;0
40;blue-collar;married;basic.9y;no;yes;no;236;2;999;0;1.1;93.994;-36.4;4.857;5191;0
46;blue-collar;married;unknown;unknown;no;no;67;1;999;0;1.1;93.994;-36.4;4.857;5191;0
48;blue-collar;divorced;basic.9y;no;yes;yes;246;3;999;0;1.1;93.994;-36.4;4.857;5191;0
40;self-employed;married;high.school;unknown;yes;no;83;1;999;0;1.1;93.994;-36.4;4.857;5191;0
37;technician;single;professional.course;no;yes;no;391;1;999;0;1.1;93.994;-36.4;4.857;5191;0
58;services;divorced;professional.course;no;yes;no;293;1;999;0;1.1;93.994;-36.4;4.857;5191;0
50;technician;married;professional.course;no;yes;no;245;1;999;0;1.1;93.994;-36.4;4.857;5191;0
55;retired;married;high.school;no;no;no;924;1;999;0;1.1;93.994;-36.4;4.857;5191;1
55;blue-collar;married;basic.4y;unknown;yes;no;334;1;999;0;1.1;93.994;-36.4;4.857;5191;0
51;management;married;university.degree;no;yes;no;317;1;999;0;1.1;93.994;-36.4;4.857;5191;0
45;admin.;married;university.degree;no;no;no;134;2;999;0;1.1;93.994;-36.4;4.857;5191;0
39;technician;married;professional.course;no;no;yes;110;2;999;0;1.1;93.994;-36.4;4.857;5191;0
47;blue-collar;divorced;basic.4y;no;no;yes;37;1;999;0;1.1;93.994;-36.4;4.857;5191;0
55;admin.;married;high.school;no;yes;no;188;1;999;0;1.1;93.994;-36.4;4.857;5191;0
41;services;married;high.school;no;no;no;911;2;999;0;1.1;93.994;-36.4;4.857;5191;0
48;blue-collar;married;basic.6y;no;unknown;unknown;379;1;999;0;1.1;93.994;-36.4;4.857;5191;0
41;technician;married;university.degree;no;no;no;206;1;999;0;1.1;93.994;-36.4;4.857;5191;0
41;blue-collar;divorced;basic.6y;no;yes;no;160;2;999;0;1.1;93.994;-36.4;4.857;5191;0
30;services;single;high.school;unknown;no;no;156;2;999;0;1.1;93.994;-36.4;4.857;5191;0
32;entrepreneur;married;high.school;unknown;yes;no;314;3;999;0;1.1;93.994;-36.4;4.857;5191;0
56;unemployed;divorced;university.degree;unknown;yes;no;98;1;999;0;1.1;93.994;-36.4;4.857;5191;0
53;technician;married;professional.course;no;no;no;260;1;999;0;1.1;93.994;-36.4;4.857;5191;0
39;admin.;married;university.degree;no;no;no;78;1;999;0;1.1;93.994;-36.4;4.857;5191;0
48;technician;single;high.school;no;yes;yes;115;2;999;0;1.1;93.994;-36.4;4.857;5191;0
42;admin.;divorced;high.school;no;yes;no;99;3;999;0;1.1;93.994;-36.4;4.857;5191;0
36;blue-collar;married;basic.9y;no;yes;yes;95;1;999;0;1.1;93.994;-36.4;4.857;5191;0
35;technician;married;professional.course;no;yes;yes;14;2;999;0;1.1;93.994;-36.4;4.857;5191;0
47;admin.;married;unknown;no;no;no;230;1;999;0;1.1;93.994;-36.4;4.857;5191;0
38;blue-collar;married;basic.4y;no;no;no;438;1;999;0;1.1;93.994;-36.4;4.857;5191;0
59;retired;married;university.degree;no;no;no;35;1;999;0;1.1;93.994;-36.4;4.857;5191;0
34;admin.;divorced;basic.6y;no;no;no;111;2;999;0;1.1;93.994;-36.4;4.857;5191;0
47;management;married;basic.4y;unknown;no;no;463;2;999;0;1.1;93.994;-36.4;4.857;5191;0
53;services;divorced;university.degree;no;no;yes;252;1;999;0;1.1;93.994;-36.4;4.857;5191;0
44;self-employed;married;university.degree;unknown;unknown;unknown;38;1;999;0;1.1;93.994;-36.4;4.857;5191;0
48;services;single;high.school;unknown;yes;yes;127;2;999;0;1.1;93.994;-36.4;4.857;5191;0
50;blue-collar;married;basic.6y;unknown;no;no;66;1;999;0;1.1;93.994;-36.4;4.857;5191;0
44;housemaid;single;unknown;unknown;yes;yes;234;2;999;0;1.1;93.994;-36.4;4.857;5191;0
